SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Librarians/media specialists,1971.69,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,804.59,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,33375.33,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,2953.83,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,15975.18,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School administrators,8825.78,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Counselors,642.27,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Secondary School Counselors,3366.83,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Secondary Teachers,67473.99,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Student Support Services Staff,12049.03,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Ungraded Teachers,42908.07,Category Set A,Reported
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Guidance Counselors,5931.06,Derived - Major Staffing Category,Derived
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,LEA Staff,18673.37,Derived - Major Staffing Category,Derived
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Other Staff,69011.75,Derived - Major Staffing Category,Derived
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Staff,73001.60,Derived - Major Staffing Category,Derived
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Teachers,186128.0,Derived - Major Staffing Category,Derived
2017-2018,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,No Category Codes,352745.8,Education Unit Total,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,All Other Support Staff,48780.10,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Elementary School Counselors,1578.50,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Elementary Teachers,43892.50,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Instructional Coordinators and Supervisors to the Staff,3881.60,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Kindergarten Teachers,6246.20,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,LEA Administrative Support Staff,2683.10,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,LEA Administrators,2710.60,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Librarians/media specialists,2074.70,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Library/Media Support Staff,1139.20,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Missing,,Category Set A,Not reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Paraprofessionals/Instructional Aides,25881.70,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Pre-kindergarten Teachers,2977.50,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,School Administrative Support Staff,9186.20,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,School administrators,6590.10,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Secondary School Counselors,2275.40,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Secondary Teachers,45502.20,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Student Support Services Staff,8840.80,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Ungraded Teachers,17403.30,Category Set A,Reported
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Guidance Counselors,3853.90,Derived - Major Staffing Category,Derived
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,LEA Staff,9275.30,Derived - Major Staffing Category,Derived
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Other Staff,48780.10,Derived - Major Staffing Category,Derived
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,School Staff,53712.70,Derived - Major Staffing Category,Derived
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,Teachers,116021.7,Derived - Major Staffing Category,Derived
2017-2018,13,GEORGIA,GA,Georgia Department of Education,01,No Category Codes,231643.7,Education Unit Total,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,All Other Support Staff,2533.70,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Elementary School Counselors,268.40,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Elementary Teachers,5527.70,Category Set A,Imputation
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Instructional Coordinators and Supervisors to the Staff,613.00,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Kindergarten Teachers,689.60,Category Set A,Imputation
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,LEA Administrative Support Staff,735.10,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,LEA Administrators,324.00,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Librarians/media specialists,142.50,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Library/Media Support Staff,60.70,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Missing,,Category Set A,Not reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Paraprofessionals/Instructional Aides,2626.28,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Pre-kindergarten Teachers,301.00,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,School Administrative Support Staff,959.40,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,School administrators,711.50,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Secondary School Counselors,384.20,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Secondary Teachers,5449.67,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Student Support Services Staff,1748.38,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Ungraded Teachers,65.50,Category Set A,Reported
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Guidance Counselors,652.60,Derived - Major Staffing Category,Derived
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,LEA Staff,1672.10,Derived - Major Staffing Category,Derived
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Other Staff,2533.70,Derived - Major Staffing Category,Derived
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,School Staff,6248.76,Derived - Major Staffing Category,Derived
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,Teachers,12033.47,Derived - Major Staffing Category,Derived
2017-2018,15,HAWAII,HI,Hawaii Department of Education,01,No Category Codes,23140.63,Education Unit Total,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,All Other Support Staff,4867.64,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Elementary School Counselors,220.41,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Elementary Teachers,6950.31,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,238.20,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Kindergarten Teachers,660.79,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,LEA Administrative Support Staff,712.99,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,LEA Administrators,142.89,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Librarians/media specialists,47.35,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Library/Media Support Staff,264.71,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Missing,,Category Set A,Not reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Paraprofessionals/Instructional Aides,3163.57,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Pre-kindergarten Teachers,152.80,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,School Administrative Support Staff,980.18,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,School administrators,728.11,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,School Counselors,0.00,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Secondary School Counselors,351.09,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Secondary Teachers,8828.07,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Student Support Services Staff,550.48,Category Set A,Reported
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Guidance Counselors,571.50,Derived - Major Staffing Category,Derived
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,LEA Staff,1094.08,Derived - Major Staffing Category,Derived
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Other Staff,4867.64,Derived - Major Staffing Category,Derived
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,School Staff,5734.40,Derived - Major Staffing Category,Derived
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,Teachers,16591.97,Derived - Major Staffing Category,Derived
2017-2018,16,IDAHO,ID,Idaho State Department of Education,01,No Category Codes,28859.59,Education Unit Total,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,All Other Support Staff,27855.91,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Elementary School Counselors,1038.94,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Elementary Teachers,82929.88,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Instructional Coordinators and Supervisors to the Staff,1512.72,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Kindergarten Teachers,4572.09,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,LEA Administrative Support Staff,6378.94,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,LEA Administrators,3474.95,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Librarians/media specialists,1475.38,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Library/Media Support Staff,1172.34,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Missing,,Category Set A,Not reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Paraprofessionals/Instructional Aides,28848.42,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Pre-kindergarten Teachers,2352.02,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,School Administrative Support Staff,8958.13,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,School administrators,6818.12,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,School Counselors,1.00,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Secondary School Counselors,1923.50,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Secondary Teachers,38017.97,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Student Support Services Staff,31019.55,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Ungraded Teachers,331.68,Category Set A,Reported
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Guidance Counselors,2963.44,Derived - Major Staffing Category,Derived
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,LEA Staff,11366.61,Derived - Major Staffing Category,Derived
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Other Staff,27855.91,Derived - Major Staffing Category,Derived
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,School Staff,78291.94,Derived - Major Staffing Category,Derived
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,Teachers,128203.6,Derived - Major Staffing Category,Derived
2017-2018,17,ILLINOIS,IL,Illinois State Board of Education,01,No Category Codes,248681.5,Education Unit Total,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,All Other Support Staff,35815.30,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Elementary School Counselors,565.55,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Elementary Teachers,27075.39,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Instructional Coordinators and Supervisors to the Staff,4831.97,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Kindergarten Teachers,4168.90,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,LEA Administrative Support Staff,749.31,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,LEA Administrators,604.05,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Librarians/media specialists,642.88,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Library/Media Support Staff,1146.61,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Missing,,Category Set A,Not reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Paraprofessionals/Instructional Aides,16540.95,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Pre-kindergarten Teachers,376.55,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,School Administrative Support Staff,6342.08,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,School administrators,3503.59,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Secondary School Counselors,1573.97,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Secondary Teachers,29397.53,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Student Support Services Staff,8679.75,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Guidance Counselors,2139.52,Derived - Major Staffing Category,Derived
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,LEA Staff,6185.33,Derived - Major Staffing Category,Derived
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Other Staff,35815.30,Derived - Major Staffing Category,Derived
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,School Staff,36855.86,Derived - Major Staffing Category,Derived
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,Teachers,61018.37,Derived - Major Staffing Category,Derived
2017-2018,18,INDIANA,IN,Indiana Department of Education,01,No Category Codes,142014.4,Education Unit Total,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,All Other Support Staff,10191.26,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Elementary School Counselors,837.99,Category Set A,Imputation
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Elementary Teachers,20910.79,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2526.80,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Kindergarten Teachers,2821.36,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,LEA Administrative Support Staff,1930.87,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,LEA Administrators,1898.04,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Librarians/media specialists,406.76,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Library/Media Support Staff,438.38,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Missing,,Category Set A,Not reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Paraprofessionals/Instructional Aides,12867.55,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Pre-kindergarten Teachers,1274.53,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,School Administrative Support Staff,2246.77,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,School administrators,1744.28,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Secondary School Counselors,458.35,Category Set A,Imputation
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Secondary Teachers,10545.92,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Student Support Services Staff,4594.76,Category Set A,Reported
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Guidance Counselors,1296.34,Derived - Major Staffing Category,Derived
2017-2018,19,IOWA,IA,Iowa Department of Education,01,LEA Staff,6355.71,Derived - Major Staffing Category,Derived
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Other Staff,10191.26,Derived - Major Staffing Category,Derived
2017-2018,19,IOWA,IA,Iowa Department of Education,01,School Staff,22298.50,Derived - Major Staffing Category,Derived
2017-2018,19,IOWA,IA,Iowa Department of Education,01,Teachers,35552.60,Derived - Major Staffing Category,Derived
2017-2018,19,IOWA,IA,Iowa Department of Education,01,No Category Codes,75694.41,Education Unit Total,Reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,All Other Support Staff,10431.50,Category Set A,Post-submission edit
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Elementary School Counselors,345.99,Category Set A,Imputation
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Elementary Teachers,10637.99,Category Set A,Reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1055.88,Category Set A,Reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Kindergarten Teachers,7139.67,Category Set A,Reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrative Support Staff,1391.70,Category Set A,Post-submission edit
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrators,449.51,Category Set A,Reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Librarians/media specialists,566.70,Category Set A,Reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Library/Media Support Staff,544.50,Category Set A,Post-submission edit
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Missing,,Category Set A,Not reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Paraprofessionals/Instructional Aides,8968.60,Category Set A,Post-submission edit
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Pre-kindergarten Teachers,951.70,Category Set A,Reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,School Administrative Support Staff,2112.10,Category Set A,Post-submission edit
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,School administrators,1898.99,Category Set A,Reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Secondary School Counselors,722.36,Category Set A,Imputation
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Secondary Teachers,17657.91,Category Set A,Reported
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Student Support Services Staff,4566.44,Category Set A,Post-submission edit
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Guidance Counselors,1068.35,Derived - Major Staffing Category,Derived
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,LEA Staff,2897.09,Derived - Major Staffing Category,Derived
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Other Staff,10431.50,Derived - Major Staffing Category,Derived
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,School Staff,18657.33,Derived - Major Staffing Category,Derived
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,Teachers,36387.27,Derived - Major Staffing Category,Derived
2017-2018,20,KANSAS,KS,Kansas State Department of Education,01,No Category Codes,69441.54,Education Unit Total,Post-submission edit
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,All Other Support Staff,23197.00,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary School Counselors,871.95,Category Set A,Imputation
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary Teachers,21618.89,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1661.30,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Kindergarten Teachers,1976.17,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrative Support Staff,2313.72,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrators,961.48,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Librarians/media specialists,1052.98,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Library/Media Support Staff,193.91,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Missing,,Category Set A,Not reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Paraprofessionals/Instructional Aides,13134.00,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Pre-kindergarten Teachers,1106.36,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,School Administrative Support Staff,5415.97,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,School administrators,3521.98,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary School Counselors,720.01,Category Set A,Imputation
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary Teachers,10092.41,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Student Support Services Staff,3254.57,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Ungraded Teachers,7270.35,Category Set A,Reported
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Guidance Counselors,1591.96,Derived - Major Staffing Category,Derived
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Staff,4936.50,Derived - Major Staffing Category,Derived
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Other Staff,23197.00,Derived - Major Staffing Category,Derived
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,School Staff,26573.41,Derived - Major Staffing Category,Derived
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,Teachers,42064.18,Derived - Major Staffing Category,Derived
2017-2018,21,KENTUCKY,KY,Kentucky Department of Education,01,No Category Codes,98363.05,Education Unit Total,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,All Other Support Staff,14546.51,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary School Counselors,1064.81,Category Set A,Imputation
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary Teachers,23704.45,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1375.75,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Kindergarten Teachers,2323.11,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrative Support Staff,426.68,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrators,95.10,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Librarians/media specialists,984.05,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Library/Media Support Staff,169.90,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Missing,,Category Set A,Not reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Paraprofessionals/Instructional Aides,11616.56,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Pre-kindergarten Teachers,1381.52,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,School Administrative Support Staff,3419.52,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,School administrators,3281.55,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary School Counselors,502.52,Category Set A,Imputation
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary Teachers,12871.81,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Student Support Services Staff,3886.63,Category Set A,Reported
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Guidance Counselors,1567.33,Derived - Major Staffing Category,Derived
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Staff,1897.53,Derived - Major Staffing Category,Derived
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Other Staff,14546.51,Derived - Major Staffing Category,Derived
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,School Staff,23358.21,Derived - Major Staffing Category,Derived
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,Teachers,40280.89,Derived - Major Staffing Category,Derived
2017-2018,22,LOUISIANA,LA,Louisiana Department of Education,01,No Category Codes,81650.47,Education Unit Total,Reported
2017-2018,23,MAINE,ME,Maine Department of Education,01,All Other Support Staff,5481.50,Category Set A,Reported
2017-2018,23,MAINE,ME,Maine Department of Education,01,Elementary School Counselors,308.60,Category Set A,Imputation
2017-2018,23,MAINE,ME,Maine Department of Education,01,Elementary Teachers,8959.73,Category Set A,Reported
2017-2018,23,MAINE,ME,Maine Department of Education,01,Instructional Coordinators and Supervisors to the Staff,515.40,Category Set A,Reported
2017-2018,23,MAINE,ME,Maine Department of Education,01,Kindergarten Teachers,1074.48,Category Set A,Reported
