SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,Paraprofessionals/Instructional Aides,7411.65,Category Set A,Reported
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,Pre-kindergarten Teachers,723.42,Category Set A,Reported
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,School Administrative Support Staff,6753.88,Category Set A,Reported
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,School administrators,3412.00,Category Set A,Reported
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,School Psychologists,606.56,Category Set A,Reported
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,Secondary School Counselors,1548.49,Category Set A,Reported
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,Secondary Teachers,32245.27,Category Set A,Reported
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,Student Support Services Staff (w/o Psychology),9473.60,Category Set A,Reported
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,Guidance Counselors,2080.00,Derived - Major Staffing Category,Derived
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,LEA Staff,7111.71,Derived - Major Staffing Category,Derived
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,Other Staff,31051.69,Derived - Major Staffing Category,Derived
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,School Staff,29139.22,Derived - Major Staffing Category,Derived
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,Teachers,67373.75,Derived - Major Staffing Category,Derived
2023-2024,18,INDIANA,IN,Indiana Department of Education,01,No Category Codes,136756.37,Education Unit Total,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,All Other Support Staff,9632.77,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Elementary School Counselors,0.00,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Elementary Teachers,21181.07,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2543.54,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Kindergarten Teachers,2955.54,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,LEA Administrative Support Staff,1781.61,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,LEA Administrators,1970.00,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Librarians/media specialists,388.16,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Library/Media Support Staff,413.10,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Missing,,Category Set A,Not reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Paraprofessionals/Instructional Aides,14336.99,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Pre-kindergarten Teachers,1313.37,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,School Administrative Support Staff,2126.50,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,School administrators,1980.02,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,School Counselors,1460.36,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,School Psychologists,297.70,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Secondary School Counselors,0.00,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Secondary Teachers,10618.06,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Student Support Services Staff (w/o Psychology),4870.77,Category Set A,Reported
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Guidance Counselors,1460.36,Derived - Major Staffing Category,Derived
2023-2024,19,IOWA,IA,Iowa Department of Education,01,LEA Staff,6295.15,Derived - Major Staffing Category,Derived
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Other Staff,9632.77,Derived - Major Staffing Category,Derived
2023-2024,19,IOWA,IA,Iowa Department of Education,01,School Staff,24413.24,Derived - Major Staffing Category,Derived
2023-2024,19,IOWA,IA,Iowa Department of Education,01,Teachers,36068.04,Derived - Major Staffing Category,Derived
2023-2024,19,IOWA,IA,Iowa Department of Education,01,No Category Codes,77869.56,Education Unit Total,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,All Other Support Staff,10990.35,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Elementary Teachers,9989.76,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1649.25,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Kindergarten Teachers,7719.01,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrative Support Staff,1532.40,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrators,462.23,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Librarians/media specialists,605.54,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Library/Media Support Staff,497.00,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Missing,,Category Set A,Not reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Paraprofessionals/Instructional Aides,11008.40,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Pre-kindergarten Teachers,2165.11,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,School Administrative Support Staff,2192.30,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,School administrators,2210.96,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,School Counselors,1299.31,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,School Psychologists,436.98,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Secondary Teachers,17292.68,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Student Support Services Staff (w/o Psychology),5086.80,Category Set A,Reported
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Guidance Counselors,1299.31,Derived - Major Staffing Category,Derived
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,LEA Staff,3643.88,Derived - Major Staffing Category,Derived
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Other Staff,10990.35,Derived - Major Staffing Category,Derived
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,School Staff,22037.98,Derived - Major Staffing Category,Derived
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,Teachers,37166.56,Derived - Major Staffing Category,Derived
2023-2024,20,KANSAS,KS,Kansas State Department of Education,01,No Category Codes,75138.08,Education Unit Total,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,All Other Support Staff,21175.67,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary Teachers,21567.24,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1761.40,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Kindergarten Teachers,2067.80,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrative Support Staff,2703.31,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrators,1026.47,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Librarians/media specialists,1012.90,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Library/Media Support Staff,153.00,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Missing,,Category Set A,Not reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Paraprofessionals/Instructional Aides,12954.50,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Pre-kindergarten Teachers,1188.72,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,School Administrative Support Staff,5548.88,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,School administrators,3909.57,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,School Counselors,2002.00,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,School Psychologists,454.00,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary Teachers,10230.37,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Student Support Services Staff (w/o Psychology),3265.22,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Ungraded Teachers,7917.42,Category Set A,Reported
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Guidance Counselors,2002.00,Derived - Major Staffing Category,Derived
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Staff,5491.18,Derived - Major Staffing Category,Derived
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Other Staff,21175.67,Derived - Major Staffing Category,Derived
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,School Staff,27298.07,Derived - Major Staffing Category,Derived
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,Teachers,42971.55,Derived - Major Staffing Category,Derived
2023-2024,21,KENTUCKY,KY,Kentucky Department of Education,01,No Category Codes,98938.47,Education Unit Total,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,All Other Support Staff,13667.47,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary School Counselors,0.00,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary Teachers,24075.05,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2115.40,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Kindergarten Teachers,2119.72,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrative Support Staff,657.09,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrators,152.53,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Librarians/media specialists,848.27,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Library/Media Support Staff,191.33,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Missing,,Category Set A,Not reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Paraprofessionals/Instructional Aides,12132.02,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Pre-kindergarten Teachers,1224.74,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,School Administrative Support Staff,3365.38,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,School administrators,3386.44,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,School Counselors,1596.05,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,School Psychologists,247.72,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary School Counselors,0.00,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary Teachers,13308.75,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Student Support Services Staff (w/o Psychology),3453.48,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Ungraded Teachers,8135.63,Category Set A,Reported
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Guidance Counselors,1596.05,Derived - Major Staffing Category,Derived
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Staff,2925.02,Derived - Major Staffing Category,Derived
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Other Staff,13667.47,Derived - Major Staffing Category,Derived
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,School Staff,23624.64,Derived - Major Staffing Category,Derived
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,Teachers,48863.89,Derived - Major Staffing Category,Derived
2023-2024,22,LOUISIANA,LA,Louisiana Department of Education,01,No Category Codes,90677.08,Education Unit Total,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,All Other Support Staff,5342.79,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Elementary School Counselors,0.00,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Elementary Teachers,9043.20,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Instructional Coordinators and Supervisors to the Staff,735.20,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Kindergarten Teachers,1102.81,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,LEA Administrative Support Staff,735.82,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,LEA Administrators,758.64,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Librarians/media specialists,186.40,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Library/Media Support Staff,286.40,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Missing,,Category Set A,Not reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Paraprofessionals/Instructional Aides,6540.20,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Pre-kindergarten Teachers,430.55,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,School Administrative Support Staff,1280.90,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,School administrators,1063.40,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,School Counselors,587.50,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,School Psychologists,832.89,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Secondary School Counselors,0.00,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Secondary Teachers,4504.44,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Student Support Services Staff (w/o Psychology),3726.17,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Ungraded Teachers,207.10,Category Set A,Reported
2023-2024,23,MAINE,ME,Maine Department of Education,01,Guidance Counselors,587.50,Derived - Major Staffing Category,Derived
2023-2024,23,MAINE,ME,Maine Department of Education,01,LEA Staff,2229.66,Derived - Major Staffing Category,Derived
2023-2024,23,MAINE,ME,Maine Department of Education,01,Other Staff,5342.79,Derived - Major Staffing Category,Derived
2023-2024,23,MAINE,ME,Maine Department of Education,01,School Staff,13916.36,Derived - Major Staffing Category,Derived
2023-2024,23,MAINE,ME,Maine Department of Education,01,Teachers,15288.10,Derived - Major Staffing Category,Derived
2023-2024,23,MAINE,ME,Maine Department of Education,01,No Category Codes,37364.41,Education Unit Total,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,All Other Support Staff,19845.76,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary School Counselors,1403.45,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary Teachers,32191.47,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2305.85,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Kindergarten Teachers,2981.44,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrative Support Staff,1770.51,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrators,4860.90,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Librarians/media specialists,1148.21,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Library/Media Support Staff,322.31,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Missing,,Category Set A,Not reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Paraprofessionals/Instructional Aides,14294.10,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Pre-kindergarten Teachers,1664.62,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,School Administrative Support Staff,5898.26,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,School administrators,3949.70,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,School Psychologists,845.00,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary School Counselors,1466.00,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary Teachers,25916.71,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Student Support Services Staff (w/o Psychology),7843.47,Category Set A,Reported
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Guidance Counselors,2869.45,Derived - Major Staffing Category,Derived
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Staff,8937.26,Derived - Major Staffing Category,Derived
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Other Staff,19845.76,Derived - Major Staffing Category,Derived
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,School Staff,34301.05,Derived - Major Staffing Category,Derived
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,Teachers,62754.24,Derived - Major Staffing Category,Derived
2023-2024,24,MARYLAND,MD,Maryland State Department of Education,01,No Category Codes,128707.76,Education Unit Total,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,All Other Support Staff,3608.75,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Elementary School Counselors,1038.13,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Elementary Teachers,46803.69,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,620.48,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,4156.20,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,3372.68,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Administrators,3155.29,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Librarians/media specialists,640.23,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,1489.54,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,28250.01,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,2173.69,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,5913.77,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School administrators,6295.94,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Post-Submission edit
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Psychologists,1381.94,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Secondary School Counselors,1657.56,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Secondary Teachers,24496.69,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Student Support Services Staff (w/o Psychology),12600.19,Category Set A,Reported
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Guidance Counselors,2695.69,Derived - Major Staffing Category,Derived
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Staff,7148.45,Derived - Major Staffing Category,Derived
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Other Staff,3608.75,Derived - Major Staffing Category,Derived
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Staff,56571.62,Derived - Major Staffing Category,Derived
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Teachers,77630.27,Derived - Major Staffing Category,Derived
2023-2024,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,No Category Codes,147654.79,Education Unit Total,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,All Other Support Staff,44298.11,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Elementary School Counselors,257.60,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Elementary Teachers,31046.99,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1949.56,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Kindergarten Teachers,5274.77,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,LEA Administrative Support Staff,1390.66,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,LEA Administrators,5887.27,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Librarians/media specialists,516.83,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Library/Media Support Staff,949.31,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Missing,,Category Set A,Not reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Paraprofessionals/Instructional Aides,21917.89,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Pre-kindergarten Teachers,2853.90,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,School Administrative Support Staff,12245.60,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,School administrators,5136.62,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,School Counselors,487.10,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,School Psychologists,1053.16,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Secondary School Counselors,1742.87,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Secondary Teachers,36492.27,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Student Support Services Staff (w/o Psychology),19749.90,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Ungraded Teachers,10353.60,Category Set A,Reported
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Guidance Counselors,2487.57,Derived - Major Staffing Category,Derived
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,LEA Staff,9227.49,Derived - Major Staffing Category,Derived
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Other Staff,44298.11,Derived - Major Staffing Category,Derived
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,School Staff,61569.31,Derived - Major Staffing Category,Derived
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,Teachers,86021.53,Derived - Major Staffing Category,Derived
2023-2024,26,MICHIGAN,MI,Michigan Department of Education,01,No Category Codes,203604.01,Education Unit Total,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,All Other Support Staff,13263.01,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary School Counselors,271.27,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary Teachers,25700.37,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Instructional Coordinators and Supervisors to the Staff,3235.06,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Kindergarten Teachers,3337.44,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrative Support Staff,2177.91,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrators,2845.42,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Librarians/media specialists,377.61,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Library/Media Support Staff,623.86,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Missing,,Category Set A,Not reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Paraprofessionals/Instructional Aides,21828.77,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Pre-kindergarten Teachers,2514.68,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,School Administrative Support Staff,3773.98,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,School administrators,2902.86,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,School Psychologists,822.19,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Secondary School Counselors,1337.87,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Secondary Teachers,23686.90,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Student Support Services Staff (w/o Psychology),15882.48,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Ungraded Teachers,3942.02,Category Set A,Reported
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Guidance Counselors,1609.14,Derived - Major Staffing Category,Derived
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Staff,8258.39,Derived - Major Staffing Category,Derived
2023-2024,27,MINNESOTA,MN,Minnesota Department of Education,01,Other Staff,13263.01,Derived - Major Staffing Category,Derived
