SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Librarians/media specialists,1986.85,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,808.26,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,34672.11,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,983.11,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,17546.17,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School administrators,8886.67,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Counselors,718.37,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Secondary School Counselors,3468.01,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Secondary Teachers,64856.20,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Student Support Services Staff,29505.23,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Ungraded Teachers,27103.96,Category Set A,Reported
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Guidance Counselors,6205.96,Derived - Major Staffing Category,Derived
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,LEA Staff,10975.91,Derived - Major Staffing Category,Derived
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Other Staff,61570.18,Derived - Major Staffing Category,Derived
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Staff,93405.29,Derived - Major Staffing Category,Derived
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Teachers,164398.7,Derived - Major Staffing Category,Derived
2018-2019,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,No Category Codes,336556.1,Education Unit Total,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,All Other Support Staff,48952.30,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Elementary School Counselors,1592.50,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Elementary Teachers,43591.60,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Instructional Coordinators and Supervisors to the Staff,3911.30,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Kindergarten Teachers,6373.40,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,LEA Administrative Support Staff,2712.20,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,LEA Administrators,2934.70,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Librarians/media specialists,2065.00,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Library/Media Support Staff,1182.00,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Paraprofessionals/Instructional Aides,26222.00,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Pre-kindergarten Teachers,3070.70,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,School Administrative Support Staff,9299.80,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,School administrators,6685.30,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Secondary School Counselors,2364.00,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Secondary Teachers,45885.90,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Student Support Services Staff,9082.00,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Ungraded Teachers,18237.70,Category Set A,Reported
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Guidance Counselors,3956.50,Derived - Major Staffing Category,Derived
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,LEA Staff,9558.20,Derived - Major Staffing Category,Derived
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Other Staff,48952.30,Derived - Major Staffing Category,Derived
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,School Staff,54536.10,Derived - Major Staffing Category,Derived
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,Teachers,117159.3,Derived - Major Staffing Category,Derived
2018-2019,13,GEORGIA,GA,Georgia Department of Education,01,No Category Codes,234162.4,Education Unit Total,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,All Other Support Staff,2562.66,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Elementary School Counselors,272.00,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Elementary Teachers,5554.77,Category Set A,Imputation
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Instructional Coordinators and Supervisors to the Staff,600.50,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Kindergarten Teachers,679.28,Category Set A,Imputation
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,LEA Administrative Support Staff,729.80,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,LEA Administrators,339.50,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Librarians/media specialists,134.50,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Library/Media Support Staff,53.20,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Paraprofessionals/Instructional Aides,2609.15,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Pre-kindergarten Teachers,313.00,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,School Administrative Support Staff,947.83,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,School administrators,716.75,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Secondary School Counselors,387.70,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Secondary Teachers,5477.30,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Student Support Services Staff,1691.21,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Ungraded Teachers,107.75,Category Set A,Reported
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Guidance Counselors,659.70,Derived - Major Staffing Category,Derived
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,LEA Staff,1669.80,Derived - Major Staffing Category,Derived
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Other Staff,2562.66,Derived - Major Staffing Category,Derived
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,School Staff,6152.64,Derived - Major Staffing Category,Derived
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,Teachers,12132.10,Derived - Major Staffing Category,Derived
2018-2019,15,HAWAII,HI,Hawaii Department of Education,01,No Category Codes,23176.90,Education Unit Total,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,All Other Support Staff,4794.69,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Elementary School Counselors,216.58,Category Set A,Imputation
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Elementary Teachers,8354.27,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,488.48,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Kindergarten Teachers,676.04,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,LEA Administrative Support Staff,711.18,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,LEA Administrators,152.11,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Librarians/media specialists,39.78,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Library/Media Support Staff,263.87,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Paraprofessionals/Instructional Aides,3291.91,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Pre-kindergarten Teachers,158.61,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,School Administrative Support Staff,992.10,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,School administrators,736.69,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Secondary School Counselors,349.15,Category Set A,Imputation
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Secondary Teachers,7556.39,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Student Support Services Staff,574.85,Category Set A,Reported
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Guidance Counselors,565.73,Derived - Major Staffing Category,Derived
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,LEA Staff,1351.77,Derived - Major Staffing Category,Derived
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Other Staff,4794.69,Derived - Major Staffing Category,Derived
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,School Staff,5899.20,Derived - Major Staffing Category,Derived
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,Teachers,16745.31,Derived - Major Staffing Category,Derived
2018-2019,16,IDAHO,ID,Idaho State Department of Education,01,No Category Codes,29356.70,Education Unit Total,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,All Other Support Staff,27641.02,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Elementary School Counselors,1100.07,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Elementary Teachers,85514.24,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Instructional Coordinators and Supervisors to the Staff,1568.39,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Kindergarten Teachers,4226.28,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,LEA Administrative Support Staff,6398.60,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,LEA Administrators,3799.42,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Librarians/media specialists,1444.56,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Library/Media Support Staff,1395.78,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Missing,,Category Set A,Not reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Paraprofessionals/Instructional Aides,35145.48,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Pre-kindergarten Teachers,2576.42,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,School Administrative Support Staff,8739.47,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,School administrators,8665.26,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Secondary School Counselors,2067.14,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Secondary Teachers,39806.63,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Student Support Services Staff,31240.89,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Ungraded Teachers,299.50,Category Set A,Reported
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Guidance Counselors,3167.21,Derived - Major Staffing Category,Derived
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,LEA Staff,11766.41,Derived - Major Staffing Category,Derived
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Other Staff,27641.02,Derived - Major Staffing Category,Derived
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,School Staff,86631.44,Derived - Major Staffing Category,Derived
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,Teachers,132423.1,Derived - Major Staffing Category,Derived
2018-2019,17,ILLINOIS,IL,Illinois State Board of Education,01,No Category Codes,261629.2,Education Unit Total,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,All Other Support Staff,36934.01,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Elementary School Counselors,555.49,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Elementary Teachers,27211.30,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Instructional Coordinators and Supervisors to the Staff,4520.97,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Kindergarten Teachers,4158.48,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,LEA Administrative Support Staff,747.78,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,LEA Administrators,655.16,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Librarians/media specialists,575.38,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Library/Media Support Staff,1132.25,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Paraprofessionals/Instructional Aides,17147.65,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Pre-kindergarten Teachers,402.19,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,School Administrative Support Staff,6518.24,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,School administrators,3402.21,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Secondary School Counselors,1469.56,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Secondary Teachers,29382.84,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Student Support Services Staff,8749.31,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Guidance Counselors,2025.05,Derived - Major Staffing Category,Derived
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,LEA Staff,5923.91,Derived - Major Staffing Category,Derived
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Other Staff,36934.01,Derived - Major Staffing Category,Derived
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,School Staff,37525.04,Derived - Major Staffing Category,Derived
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,Teachers,61154.81,Derived - Major Staffing Category,Derived
2018-2019,18,INDIANA,IN,Indiana Department of Education,01,No Category Codes,143562.8,Education Unit Total,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,All Other Support Staff,10146.06,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Elementary School Counselors,847.48,Category Set A,Imputation
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Elementary Teachers,20964.71,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2589.08,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Kindergarten Teachers,2859.69,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,LEA Administrative Support Staff,1890.20,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,LEA Administrators,1889.02,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Librarians/media specialists,395.42,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Library/Media Support Staff,435.84,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Paraprofessionals/Instructional Aides,13422.24,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Pre-kindergarten Teachers,1264.90,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,School Administrative Support Staff,2251.83,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,School administrators,1714.09,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Secondary School Counselors,469.11,Category Set A,Imputation
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Secondary Teachers,10529.16,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Student Support Services Staff,4679.13,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Guidance Counselors,1316.59,Derived - Major Staffing Category,Derived
2018-2019,19,IOWA,IA,Iowa Department of Education,01,LEA Staff,6368.30,Derived - Major Staffing Category,Derived
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Other Staff,10146.06,Derived - Major Staffing Category,Derived
2018-2019,19,IOWA,IA,Iowa Department of Education,01,School Staff,22898.55,Derived - Major Staffing Category,Derived
2018-2019,19,IOWA,IA,Iowa Department of Education,01,Teachers,35618.46,Derived - Major Staffing Category,Derived
2018-2019,19,IOWA,IA,Iowa Department of Education,01,No Category Codes,76347.96,Education Unit Total,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,All Other Support Staff,10953.80,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Elementary School Counselors,372.19,Category Set A,Imputation
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Elementary Teachers,10568.92,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1144.88,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Kindergarten Teachers,7331.99,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrative Support Staff,1426.60,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrators,457.61,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Librarians/media specialists,621.30,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Library/Media Support Staff,626.40,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Paraprofessionals/Instructional Aides,9667.00,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Pre-kindergarten Teachers,1051.35,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,School Administrative Support Staff,2161.40,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,School administrators,2016.31,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Secondary School Counselors,781.58,Category Set A,Imputation
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Secondary Teachers,17771.63,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Student Support Services Staff,4566.53,Category Set A,Reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Ungraded Teachers,,Category Set A,Not reported
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Guidance Counselors,1153.77,Derived - Major Staffing Category,Derived
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,LEA Staff,3029.09,Derived - Major Staffing Category,Derived
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Other Staff,10953.80,Derived - Major Staffing Category,Derived
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,School Staff,19658.94,Derived - Major Staffing Category,Derived
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,Teachers,36723.89,Derived - Major Staffing Category,Derived
2018-2019,20,KANSAS,KS,Kansas State Department of Education,01,No Category Codes,71519.49,Education Unit Total,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,All Other Support Staff,23011.14,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary School Counselors,871.31,Category Set A,Imputation
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary Teachers,21379.49,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1675.10,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Kindergarten Teachers,2012.61,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrative Support Staff,2292.21,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrators,966.78,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Librarians/media specialists,1030.74,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Library/Media Support Staff,186.96,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Paraprofessionals/Instructional Aides,12817.29,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Pre-kindergarten Teachers,1084.26,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,School Administrative Support Staff,5352.32,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,School administrators,3528.77,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary School Counselors,724.68,Category Set A,Imputation
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary Teachers,10004.67,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Student Support Services Staff,3330.53,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Ungraded Teachers,7345.87,Category Set A,Reported
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Guidance Counselors,1595.99,Derived - Major Staffing Category,Derived
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Staff,4934.09,Derived - Major Staffing Category,Derived
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Other Staff,23011.14,Derived - Major Staffing Category,Derived
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,School Staff,26246.61,Derived - Major Staffing Category,Derived
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,Teachers,41826.90,Derived - Major Staffing Category,Derived
2018-2019,21,KENTUCKY,KY,Kentucky Department of Education,01,No Category Codes,97614.73,Education Unit Total,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,All Other Support Staff,13962.52,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary School Counselors,1094.46,Category Set A,Imputation
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary Teachers,22887.07,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1720.35,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Kindergarten Teachers,2279.74,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrative Support Staff,515.41,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrators,109.22,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Librarians/media specialists,978.39,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Library/Media Support Staff,170.95,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Missing,,Category Set A,Not reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Paraprofessionals/Instructional Aides,11469.63,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Pre-kindergarten Teachers,1374.08,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,School Administrative Support Staff,3476.90,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,School administrators,3344.10,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,School Counselors,0.00,Category Set A,Imputation
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary School Counselors,518.81,Category Set A,Imputation
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary Teachers,12372.27,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Student Support Services Staff,3468.31,Category Set A,Reported
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Guidance Counselors,1613.27,Derived - Major Staffing Category,Derived
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Staff,2344.98,Derived - Major Staffing Category,Derived
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Other Staff,13962.52,Derived - Major Staffing Category,Derived
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,School Staff,22908.28,Derived - Major Staffing Category,Derived
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,Teachers,38913.16,Derived - Major Staffing Category,Derived
2018-2019,22,LOUISIANA,LA,Louisiana Department of Education,01,No Category Codes,79742.21,Education Unit Total,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,All Other Support Staff,5397.40,Category Set A,Reported
2018-2019,23,MAINE,ME,Maine Department of Education,01,Elementary School Counselors,316.07,Category Set A,Imputation
2018-2019,23,MAINE,ME,Maine Department of Education,01,Elementary Teachers,9129.49,Category Set A,Reported
