SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,LEA Administrators,1590.40,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Librarians/media specialists,256.00,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Library/Media Support Staff,1128.93,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Paraprofessionals/Instructional Aides,16514.22,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Pre-kindergarten Teachers,649.62,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,School Administrative Support Staff,6683.04,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,School administrators,3490.00,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,School Psychologists,611.46,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Secondary School Counselors,1526.76,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Secondary Teachers,31423.14,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Student Support Services Staff (w/o Psychology),9319.73,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Guidance Counselors,1996.90,Derived - Major Staffing Category,Derived
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,LEA Staff,7197.73,Derived - Major Staffing Category,Derived
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Other Staff,30094.77,Derived - Major Staffing Category,Derived
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,School Staff,38003.38,Derived - Major Staffing Category,Derived
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,Teachers,65596.59,Derived - Major Staffing Category,Derived
2022-2023,18,INDIANA,IN,Indiana Department of Education,01,No Category Codes,142889.37,Education Unit Total,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,All Other Support Staff,9627.46,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Elementary School Counselors,0.00,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Elementary Teachers,21201.70,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2605.01,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Kindergarten Teachers,2949.97,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,LEA Administrative Support Staff,1767.11,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,LEA Administrators,1949.24,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Librarians/media specialists,383.40,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Library/Media Support Staff,415.89,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Paraprofessionals/Instructional Aides,14048.21,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Pre-kindergarten Teachers,1318.20,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,School Administrative Support Staff,2168.94,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,School administrators,1903.47,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,School Counselors,1449.44,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,School Psychologists,314.20,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Secondary School Counselors,0.00,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Secondary Teachers,10668.21,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Student Support Services Staff (w/o Psychology),4636.72,Category Set A,Reported
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Guidance Counselors,1449.44,Derived - Major Staffing Category,Derived
2022-2023,19,IOWA,IA,Iowa Department of Education,01,LEA Staff,6321.36,Derived - Major Staffing Category,Derived
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Other Staff,9627.46,Derived - Major Staffing Category,Derived
2022-2023,19,IOWA,IA,Iowa Department of Education,01,School Staff,23870.83,Derived - Major Staffing Category,Derived
2022-2023,19,IOWA,IA,Iowa Department of Education,01,Teachers,36138.08,Derived - Major Staffing Category,Derived
2022-2023,19,IOWA,IA,Iowa Department of Education,01,No Category Codes,77407.17,Education Unit Total,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,All Other Support Staff,10515.75,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Elementary Teachers,10406.61,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1573.21,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Kindergarten Teachers,7685.67,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrative Support Staff,1595.80,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrators,461.57,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Librarians/media specialists,575.00,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Library/Media Support Staff,494.60,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Paraprofessionals/Instructional Aides,10471.70,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Pre-kindergarten Teachers,2163.72,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,School Administrative Support Staff,2062.90,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,School administrators,2152.22,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,School Counselors,1264.04,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,School Psychologists,438.05,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Secondary Teachers,17629.25,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Student Support Services Staff (w/o Psychology),5110.20,Category Set A,Reported
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Guidance Counselors,1264.04,Derived - Major Staffing Category,Derived
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,LEA Staff,3630.58,Derived - Major Staffing Category,Derived
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Other Staff,10515.75,Derived - Major Staffing Category,Derived
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,School Staff,21304.67,Derived - Major Staffing Category,Derived
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,Teachers,37885.25,Derived - Major Staffing Category,Derived
2022-2023,20,KANSAS,KS,Kansas State Department of Education,01,No Category Codes,74600.29,Education Unit Total,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,All Other Support Staff,21241.87,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary Teachers,21769.30,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1909.70,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Kindergarten Teachers,2094.84,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrative Support Staff,2577.04,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrators,1016.20,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Librarians/media specialists,1015.38,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Library/Media Support Staff,149.05,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Paraprofessionals/Instructional Aides,12777.70,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Pre-kindergarten Teachers,1189.08,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,School Administrative Support Staff,5466.73,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,School administrators,3801.17,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,School Counselors,1950.00,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,School Psychologists,440.00,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary Teachers,10242.05,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Student Support Services Staff (w/o Psychology),3212.64,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Ungraded Teachers,7727.28,Category Set A,Reported
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Guidance Counselors,1950.00,Derived - Major Staffing Category,Derived
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Staff,5502.94,Derived - Major Staffing Category,Derived
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Other Staff,21241.87,Derived - Major Staffing Category,Derived
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,School Staff,26862.67,Derived - Major Staffing Category,Derived
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,Teachers,43022.55,Derived - Major Staffing Category,Derived
2022-2023,21,KENTUCKY,KY,Kentucky Department of Education,01,No Category Codes,98580.03,Education Unit Total,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,All Other Support Staff,13800.67,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary School Counselors,0.00,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary Teachers,24228.55,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1742.78,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Kindergarten Teachers,2217.84,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrative Support Staff,605.40,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrators,168.09,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Librarians/media specialists,892.29,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Library/Media Support Staff,163.23,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Paraprofessionals/Instructional Aides,12027.68,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Pre-kindergarten Teachers,1293.40,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,School Administrative Support Staff,3325.78,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,School administrators,3417.10,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,School Counselors,1626.92,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,School Psychologists,251.48,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary School Counselors,0.00,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary Teachers,13370.26,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Student Support Services Staff (w/o Psychology),3509.41,Category Set A,Reported
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Guidance Counselors,1626.92,Derived - Major Staffing Category,Derived
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Staff,2516.27,Derived - Major Staffing Category,Derived
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Other Staff,13800.67,Derived - Major Staffing Category,Derived
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,School Staff,23586.97,Derived - Major Staffing Category,Derived
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,Teachers,41110.05,Derived - Major Staffing Category,Derived
2022-2023,22,LOUISIANA,LA,Louisiana Department of Education,01,No Category Codes,82640.88,Education Unit Total,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,All Other Support Staff,5304.10,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,23,MAINE,ME,Maine Department of Education,01,Elementary Teachers,9018.14,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Instructional Coordinators and Supervisors to the Staff,698.44,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Kindergarten Teachers,1080.27,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,LEA Administrative Support Staff,734.08,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,LEA Administrators,730.20,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Librarians/media specialists,188.40,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Library/Media Support Staff,262.60,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Paraprofessionals/Instructional Aides,6492.90,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Pre-kindergarten Teachers,415.65,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,School Administrative Support Staff,1292.10,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,School administrators,1045.10,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,School Counselors,595.70,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,School Psychologists,101.90,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,23,MAINE,ME,Maine Department of Education,01,Secondary Teachers,4466.93,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Student Support Services Staff (w/o Psychology),4359.10,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Ungraded Teachers,211.40,Category Set A,Reported
2022-2023,23,MAINE,ME,Maine Department of Education,01,Guidance Counselors,595.70,Derived - Major Staffing Category,Derived
2022-2023,23,MAINE,ME,Maine Department of Education,01,LEA Staff,2162.72,Derived - Major Staffing Category,Derived
2022-2023,23,MAINE,ME,Maine Department of Education,01,Other Staff,5304.10,Derived - Major Staffing Category,Derived
2022-2023,23,MAINE,ME,Maine Department of Education,01,School Staff,13742.10,Derived - Major Staffing Category,Derived
2022-2023,23,MAINE,ME,Maine Department of Education,01,Teachers,15192.39,Derived - Major Staffing Category,Derived
2022-2023,23,MAINE,ME,Maine Department of Education,01,No Category Codes,36997.01,Education Unit Total,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,All Other Support Staff,19051.12,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary School Counselors,1377.51,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary Teachers,32136.84,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2234.48,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Kindergarten Teachers,3042.45,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrative Support Staff,1871.76,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrators,4497.34,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Librarians/media specialists,1138.96,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Library/Media Support Staff,327.43,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Paraprofessionals/Instructional Aides,13362.81,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Pre-kindergarten Teachers,1532.13,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,School Administrative Support Staff,5808.12,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,School administrators,3829.34,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,School Psychologists,835.25,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary School Counselors,1412.08,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary Teachers,25525.05,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Student Support Services Staff (w/o Psychology),6978.79,Category Set A,Reported
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Guidance Counselors,2789.59,Derived - Major Staffing Category,Derived
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Staff,8603.58,Derived - Major Staffing Category,Derived
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Other Staff,19051.12,Derived - Major Staffing Category,Derived
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,School Staff,32280.70,Derived - Major Staffing Category,Derived
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,Teachers,62236.47,Derived - Major Staffing Category,Derived
2022-2023,24,MARYLAND,MD,Maryland State Department of Education,01,No Category Codes,124961.46,Education Unit Total,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,All Other Support Staff,3255.43,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Elementary School Counselors,1040.88,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Elementary Teachers,46397.50,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,604.38,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,4320.23,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,3217.90,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Administrators,2998.07,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Librarians/media specialists,636.88,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,1504.75,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,27448.55,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,2126.00,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,5942.03,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School administrators,6021.65,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Psychologists,1345.50,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Secondary School Counselors,1643.73,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Secondary Teachers,24133.91,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Student Support Services Staff (w/o Psychology),12081.65,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Ungraded Teachers,0.00,Category Set A,Reported
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Guidance Counselors,2684.61,Derived - Major Staffing Category,Derived
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Staff,6820.35,Derived - Major Staffing Category,Derived
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Other Staff,3255.43,Derived - Major Staffing Category,Derived
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Staff,54981.01,Derived - Major Staffing Category,Derived
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Teachers,76977.64,Derived - Major Staffing Category,Derived
2022-2023,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,No Category Codes,144719.04,Education Unit Total,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,All Other Support Staff,41405.00,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Elementary School Counselors,246.37,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Elementary Teachers,31044.90,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1959.08,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Kindergarten Teachers,5220.77,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,LEA Administrative Support Staff,1349.94,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,LEA Administrators,5734.45,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Librarians/media specialists,515.00,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Library/Media Support Staff,923.97,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Paraprofessionals/Instructional Aides,20753.45,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Pre-kindergarten Teachers,2776.05,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,School Administrative Support Staff,11842.79,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,School administrators,5109.35,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,School Counselors,481.17,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,School Psychologists,993.46,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Secondary School Counselors,1671.43,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Secondary Teachers,36272.61,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Student Support Services Staff (w/o Psychology),18367.82,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Ungraded Teachers,10565.58,Category Set A,Reported
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Guidance Counselors,2398.97,Derived - Major Staffing Category,Derived
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,LEA Staff,9043.47,Derived - Major Staffing Category,Derived
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Other Staff,41405.00,Derived - Major Staffing Category,Derived
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,School Staff,58505.84,Derived - Major Staffing Category,Derived
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,Teachers,85879.91,Derived - Major Staffing Category,Derived
2022-2023,26,MICHIGAN,MI,Michigan Department of Education,01,No Category Codes,197233.19,Education Unit Total,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,All Other Support Staff,12989.73,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary School Counselors,282.53,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary Teachers,24856.90,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Instructional Coordinators and Supervisors to the Staff,3088.32,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Kindergarten Teachers,3342.13,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrative Support Staff,2173.77,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrators,2671.73,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Librarians/media specialists,381.18,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Library/Media Support Staff,616.91,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Missing,,Category Set A,Not reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Paraprofessionals/Instructional Aides,20719.68,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Pre-kindergarten Teachers,2427.60,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,School Administrative Support Staff,3748.91,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,School administrators,2798.62,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,School Psychologists,807.52,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Secondary School Counselors,1317.11,Category Set A,Reported
2022-2023,27,MINNESOTA,MN,Minnesota Department of Education,01,Secondary Teachers,21740.62,Category Set A,Reported
