SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,LEA Administrative Support Staff,2816.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,LEA Administrators,1493.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Librarians/media specialists,458.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Library/Media Support Staff,1161.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Paraprofessionals/Instructional Aides,17312.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Pre-kindergarten Teachers,570.14,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,School Administrative Support Staff,6762.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,School administrators,2950.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,School Psychologists,690.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Secondary School Counselors,1131.49,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Secondary Teachers,32181.93,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Student Support Services Staff (w/o Psychology),9475.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Guidance Counselors,1494.25,Derived - Major Staffing Category,Derived
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,LEA Staff,7380.00,Derived - Major Staffing Category,Derived
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Other Staff,31078.00,Derived - Major Staffing Category,Derived
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,School Staff,38808.00,Derived - Major Staffing Category,Derived
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,Teachers,66413.60,Derived - Major Staffing Category,Derived
2021-2022,18,INDIANA,IN,Indiana Department of Education,01,No Category Codes,145173.9,Education Unit Total,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,All Other Support Staff,10004.87,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Elementary Teachers,21207.27,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2533.48,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Kindergarten Teachers,2940.02,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,LEA Administrative Support Staff,1858.74,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,LEA Administrators,1965.01,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Librarians/media specialists,384.82,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Library/Media Support Staff,431.42,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Paraprofessionals/Instructional Aides,13975.20,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Pre-kindergarten Teachers,1279.29,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,School Administrative Support Staff,2214.52,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,School administrators,1859.22,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,School Counselors,1417.00,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,School Psychologists,268.70,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Secondary Teachers,10632.72,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Student Support Services Staff (w/o Psychology),4370.63,Category Set A,Reported
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Guidance Counselors,1417.00,Derived - Major Staffing Category,Derived
2021-2022,19,IOWA,IA,Iowa Department of Education,01,LEA Staff,6357.23,Derived - Major Staffing Category,Derived
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Other Staff,10004.87,Derived - Major Staffing Category,Derived
2021-2022,19,IOWA,IA,Iowa Department of Education,01,School Staff,23504.51,Derived - Major Staffing Category,Derived
2021-2022,19,IOWA,IA,Iowa Department of Education,01,Teachers,36059.30,Derived - Major Staffing Category,Derived
2021-2022,19,IOWA,IA,Iowa Department of Education,01,No Category Codes,77342.91,Education Unit Total,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,All Other Support Staff,10583.05,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Elementary Teachers,10502.32,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1445.63,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Kindergarten Teachers,7836.39,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrative Support Staff,1575.30,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrators,449.89,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Librarians/media specialists,600.32,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Library/Media Support Staff,482.50,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Paraprofessionals/Instructional Aides,10443.20,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Pre-kindergarten Teachers,2207.06,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,School Administrative Support Staff,2071.20,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,School administrators,2108.16,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,School Counselors,1247.74,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,School Psychologists,454.10,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Secondary Teachers,17807.66,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Student Support Services Staff (w/o Psychology),5084.80,Category Set A,Reported
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Guidance Counselors,1247.74,Derived - Major Staffing Category,Derived
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,LEA Staff,3470.82,Derived - Major Staffing Category,Derived
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Other Staff,10583.05,Derived - Major Staffing Category,Derived
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,School Staff,21244.28,Derived - Major Staffing Category,Derived
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,Teachers,38353.43,Derived - Major Staffing Category,Derived
2021-2022,20,KANSAS,KS,Kansas State Department of Education,01,No Category Codes,74899.32,Education Unit Total,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,All Other Support Staff,21625.42,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary Teachers,22150.59,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1826.88,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Kindergarten Teachers,2107.19,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrative Support Staff,2413.92,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrators,1024.25,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Librarians/media specialists,1026.80,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Library/Media Support Staff,145.05,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Paraprofessionals/Instructional Aides,12609.63,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Pre-kindergarten Teachers,1141.51,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,School Administrative Support Staff,5406.68,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,School administrators,3692.17,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,School Counselors,1879.59,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,School Psychologists,453.70,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary Teachers,10292.42,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Student Support Services Staff (w/o Psychology),3142.53,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Ungraded Teachers,7688.19,Category Set A,Reported
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Guidance Counselors,1879.59,Derived - Major Staffing Category,Derived
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Staff,5265.05,Derived - Major Staffing Category,Derived
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Other Staff,21625.42,Derived - Major Staffing Category,Derived
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,School Staff,26476.56,Derived - Major Staffing Category,Derived
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,Teachers,43379.90,Derived - Major Staffing Category,Derived
2021-2022,21,KENTUCKY,KY,Kentucky Department of Education,01,No Category Codes,98626.52,Education Unit Total,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,All Other Support Staff,13633.60,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Elementary Teachers,22795.67,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1890.41,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Kindergarten Teachers,2212.40,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrative Support Staff,495.16,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Administrators,117.49,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Librarians/media specialists,922.78,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Library/Media Support Staff,158.05,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Paraprofessionals/Instructional Aides,11377.67,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Pre-kindergarten Teachers,1391.85,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,School Administrative Support Staff,3305.86,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,School administrators,3308.19,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,School Counselors,1583.01,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,School Psychologists,269.48,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary Teachers,12373.55,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Student Support Services Staff (w/o Psychology),3357.98,Category Set A,Reported
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Guidance Counselors,1583.01,Derived - Major Staffing Category,Derived
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Staff,2503.06,Derived - Major Staffing Category,Derived
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Other Staff,13633.60,Derived - Major Staffing Category,Derived
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,School Staff,22700.01,Derived - Major Staffing Category,Derived
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,Teachers,38773.47,Derived - Major Staffing Category,Derived
2021-2022,22,LOUISIANA,LA,Louisiana Department of Education,01,No Category Codes,79193.15,Education Unit Total,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,All Other Support Staff,5391.42,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Elementary School Counselors,0.00,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Elementary Teachers,9215.48,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Instructional Coordinators and Supervisors to the Staff,731.25,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Kindergarten Teachers,1136.01,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,LEA Administrative Support Staff,742.57,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,LEA Administrators,721.47,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Librarians/media specialists,183.80,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Library/Media Support Staff,281.60,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Paraprofessionals/Instructional Aides,6514.90,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Pre-kindergarten Teachers,346.37,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,School Administrative Support Staff,1295.93,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,School administrators,1026.30,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,School Counselors,592.00,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,School Psychologists,115.40,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Secondary School Counselors,0.00,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Secondary Teachers,4512.40,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Student Support Services Staff (w/o Psychology),4316.00,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Ungraded Teachers,207.30,Category Set A,Reported
2021-2022,23,MAINE,ME,Maine Department of Education,01,Guidance Counselors,592.00,Derived - Major Staffing Category,Derived
2021-2022,23,MAINE,ME,Maine Department of Education,01,LEA Staff,2195.29,Derived - Major Staffing Category,Derived
2021-2022,23,MAINE,ME,Maine Department of Education,01,Other Staff,5391.42,Derived - Major Staffing Category,Derived
2021-2022,23,MAINE,ME,Maine Department of Education,01,School Staff,13733.93,Derived - Major Staffing Category,Derived
2021-2022,23,MAINE,ME,Maine Department of Education,01,Teachers,15417.56,Derived - Major Staffing Category,Derived
2021-2022,23,MAINE,ME,Maine Department of Education,01,No Category Codes,37330.20,Education Unit Total,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,All Other Support Staff,18864.39,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary School Counselors,1335.48,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Elementary Teachers,32219.01,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2241.59,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Kindergarten Teachers,3199.24,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrative Support Staff,1843.95,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Administrators,4312.67,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Librarians/media specialists,1132.63,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Library/Media Support Staff,311.75,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Paraprofessionals/Instructional Aides,12372.48,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Pre-kindergarten Teachers,1498.35,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,School Administrative Support Staff,5699.13,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,School administrators,3769.90,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,School Psychologists,847.73,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary School Counselors,1378.36,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Secondary Teachers,25526.05,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Student Support Services Staff (w/o Psychology),6456.99,Category Set A,Reported
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Guidance Counselors,2713.84,Derived - Major Staffing Category,Derived
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,LEA Staff,8398.21,Derived - Major Staffing Category,Derived
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Other Staff,18864.39,Derived - Major Staffing Category,Derived
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,School Staff,30590.61,Derived - Major Staffing Category,Derived
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,Teachers,62442.65,Derived - Major Staffing Category,Derived
2021-2022,24,MARYLAND,MD,Maryland State Department of Education,01,No Category Codes,123009.7,Education Unit Total,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,All Other Support Staff,2800.38,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Elementary School Counselors,979.30,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Elementary Teachers,46038.54,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,566.50,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,4337.25,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,3093.34,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Administrators,2899.31,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Librarians/media specialists,611.52,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,1478.22,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,26488.91,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,2027.34,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,5411.34,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School administrators,5908.76,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Psychologists,1348.73,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Secondary School Counselors,1568.84,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Secondary Teachers,23925.62,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Student Support Services Staff (w/o Psychology),11316.77,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Ungraded Teachers,0.00,Category Set A,Reported
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Guidance Counselors,2548.14,Derived - Major Staffing Category,Derived
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,LEA Staff,6559.15,Derived - Major Staffing Category,Derived
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Other Staff,2800.38,Derived - Major Staffing Category,Derived
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,School Staff,52564.25,Derived - Major Staffing Category,Derived
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,Teachers,76328.75,Derived - Major Staffing Category,Derived
2021-2022,25,MASSACHUSETTS,MA,DEPARTMENT OF EDUCATION,01,No Category Codes,140800.7,Education Unit Total,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,All Other Support Staff,39691.12,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Elementary School Counselors,244.50,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Elementary Teachers,31330.58,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1872.03,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Kindergarten Teachers,5142.80,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,LEA Administrative Support Staff,1304.92,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,LEA Administrators,5509.03,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Librarians/media specialists,516.58,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Library/Media Support Staff,890.99,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Paraprofessionals/Instructional Aides,19992.79,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Pre-kindergarten Teachers,2747.08,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,School Administrative Support Staff,11719.20,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,School administrators,4930.35,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,School Counselors,424.91,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,School Psychologists,996.44,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Secondary School Counselors,1671.65,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Secondary Teachers,36617.09,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Student Support Services Staff (w/o Psychology),16372.06,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Ungraded Teachers,10420.16,Category Set A,Reported
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Guidance Counselors,2341.06,Derived - Major Staffing Category,Derived
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,LEA Staff,8685.98,Derived - Major Staffing Category,Derived
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Other Staff,39691.12,Derived - Major Staffing Category,Derived
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,School Staff,55418.41,Derived - Major Staffing Category,Derived
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,Teachers,86257.71,Derived - Major Staffing Category,Derived
2021-2022,26,MICHIGAN,MI,Michigan Department of Education,01,No Category Codes,192394.3,Education Unit Total,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,All Other Support Staff,13016.32,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary School Counselors,284.51,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Elementary Teachers,25050.77,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Instructional Coordinators and Supervisors to the Staff,3017.58,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Kindergarten Teachers,3461.29,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrative Support Staff,2136.26,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,LEA Administrators,2594.23,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Librarians/media specialists,400.27,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Library/Media Support Staff,647.88,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Missing,,Category Set A,Not reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Paraprofessionals/Instructional Aides,20438.88,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Pre-kindergarten Teachers,2373.75,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,School Administrative Support Staff,3728.66,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,School administrators,2680.03,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,School Counselors,0.00,Category Set A,Post-Submission edit
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,School Psychologists,766.33,Category Set A,Reported
2021-2022,27,MINNESOTA,MN,Minnesota Department of Education,01,Secondary School Counselors,1242.05,Category Set A,Reported
