SCHOOL_YEAR,FIPST,STATENAME,ST,SEA_NAME,STATE_AGENCY_NO,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2020-2021,11,DISTRICT OF COLUMBIA,DC,Office of the State Superintendent of Education (OSSE),01,Missing,,Category Set A,Not reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Teachers,161413.31,Derived - Major Staffing Category,Derived
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Other Staff,59729.71,Derived - Major Staffing Category,Derived
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,LEA Staff,10964.10,Derived - Major Staffing Category,Derived
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Ungraded Teachers,27046.58,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Counselors,792.54,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Student Support Services Staff (w/o Psychology),30739.42,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Psychologists,1526.89,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School administrators,9098.70,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Staff,95861.84,Derived - Major Staffing Category,Derived
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Secondary Teachers,64895.63,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,School Administrative Support Staff,17356.57,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Library/Media Support Staff,757.53,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Pre-kindergarten Teachers,1006.74,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Guidance Counselors,6428.31,Derived - Major Staffing Category,Derived
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Missing,,Category Set A,Not reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Secondary School Counselors,3587.19,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,LEA Administrators,2257.78,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Kindergarten Teachers,9082.61,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Elementary Teachers,59381.75,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Instructional Coordinators and Supervisors to the Staff,2458.82,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Paraprofessionals/Instructional Aides,34459.21,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Librarians/media specialists,1923.52,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,LEA Administrative Support Staff,6247.50,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,Elementary School Counselors,2048.58,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,All Other Support Staff,59729.71,Category Set A,Reported
2020-2021,12,FLORIDA,FL,FLORIDA DEPARTMENT OF EDUCATION,01,No Category Codes,334397.27,Education Unit Total,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,No Category Codes,234814.90,Education Unit Total,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Guidance Counselors,4130.20,Derived - Major Staffing Category,Derived
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Teachers,118059.10,Derived - Major Staffing Category,Derived
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Ungraded Teachers,18545.50,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Secondary Teachers,46642.90,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Student Support Services Staff (w/o Psychology),8538.00,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,School Psychologists,790.30,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Secondary School Counselors,2473.90,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,School administrators,6883.50,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,School Administrative Support Staff,9264.90,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,School Staff,54768.20,Derived - Major Staffing Category,Derived
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Paraprofessionals/Instructional Aides,26137.60,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Kindergarten Teachers,6246.00,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Librarians/media specialists,2033.30,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,LEA Administrators,3025.50,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Missing,,Category Set A,Not reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Elementary School Counselors,1656.30,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Other Staff,47869.50,Derived - Major Staffing Category,Derived
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Elementary Teachers,43496.80,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Library/Media Support Staff,1120.60,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Pre-kindergarten Teachers,3127.90,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,LEA Staff,9987.90,Derived - Major Staffing Category,Derived
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,All Other Support Staff,47869.50,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,Instructional Coordinators and Supervisors to the Staff,4206.20,Category Set A,Reported
2020-2021,13,GEORGIA,GA,Georgia Department of Education,01,LEA Administrative Support Staff,2756.20,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,No Category Codes,23259.14,Education Unit Total,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Teachers,12145.40,Derived - Major Staffing Category,Derived
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,School Staff,6194.12,Derived - Major Staffing Category,Derived
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,LEA Staff,1706.50,Derived - Major Staffing Category,Derived
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Ungraded Teachers,81.02,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Other Staff,2554.12,Derived - Major Staffing Category,Derived
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Student Support Services Staff (w/o Psychology),1647.03,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,School Psychologists,125.50,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Secondary School Counselors,387.00,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Guidance Counselors,659.00,Derived - Major Staffing Category,Derived
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,School administrators,735.00,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Missing,,Category Set A,Not reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,School Administrative Support Staff,951.59,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Library/Media Support Staff,59.25,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,LEA Administrators,360.00,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Secondary Teachers,5615.20,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,LEA Administrative Support Staff,752.00,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Librarians/media specialists,114.00,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Instructional Coordinators and Supervisors to the Staff,594.50,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Elementary Teachers,5472.18,Category Set A,Imputation
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Paraprofessionals/Instructional Aides,2561.75,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,All Other Support Staff,2554.12,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Elementary School Counselors,272.00,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Pre-kindergarten Teachers,307.50,Category Set A,Reported
2020-2021,15,HAWAII,HI,Hawaii Department of Education,01,Kindergarten Teachers,669.50,Category Set A,Imputation
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,No Category Codes,29881.73,Education Unit Total,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Teachers,17582.26,Derived - Major Staffing Category,Derived
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Guidance Counselors,623.30,Derived - Major Staffing Category,Derived
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,School Psychologists,441.52,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,School Counselors,623.30,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,School Staff,5854.61,Derived - Major Staffing Category,Derived
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,School administrators,764.38,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Other Staff,4573.77,Derived - Major Staffing Category,Derived
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Secondary Teachers,7664.48,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,School Administrative Support Staff,1026.22,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,LEA Staff,1247.79,Derived - Major Staffing Category,Derived
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Student Support Services Staff (w/o Psychology),169.18,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Library/Media Support Staff,245.91,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,LEA Administrators,162.22,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Librarians/media specialists,41.67,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,LEA Administrative Support Staff,735.71,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Missing,,Category Set A,Not reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,All Other Support Staff,4573.77,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Kindergarten Teachers,795.90,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Elementary Teachers,8955.47,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,349.86,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Pre-kindergarten Teachers,166.41,Category Set A,Reported
2020-2021,16,IDAHO,ID,Idaho State Department of Education,01,Paraprofessionals/Instructional Aides,3165.73,Category Set A,Reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,LEA Staff,,Derived - Major Staffing Category,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Other Staff,,Derived - Major Staffing Category,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Teachers,,Derived - Major Staffing Category,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Guidance Counselors,,Derived - Major Staffing Category,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,School Staff,,Derived - Major Staffing Category,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Student Support Services Staff (w/o Psychology),,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,School Psychologists,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Secondary School Counselors,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,School Counselors,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,No Category Codes,,Education Unit Total,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,School administrators,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,School Administrative Support Staff,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Pre-kindergarten Teachers,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Library/Media Support Staff,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Paraprofessionals/Instructional Aides,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,LEA Administrators,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Missing,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Kindergarten Teachers,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Elementary School Counselors,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Secondary Teachers,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Elementary Teachers,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,LEA Administrative Support Staff,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,All Other Support Staff,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Librarians/media specialists,,Category Set A,Not reported
2020-2021,17,ILLINOIS,IL,Illinois State Board of Education,01,Instructional Coordinators and Supervisors to the Staff,,Category Set A,Not reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,No Category Codes,146766.70,Education Unit Total,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Teachers,65758.31,Derived - Major Staffing Category,Derived
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,LEA Staff,6966.23,Derived - Major Staffing Category,Derived
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Ungraded Teachers,0.00,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Student Support Services Staff (w/o Psychology),8649.66,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Secondary Teachers,30923.47,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,School Psychologists,617.54,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Secondary School Counselors,1556.62,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,School Staff,35578.99,Derived - Major Staffing Category,Derived
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,School administrators,3493.94,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Pre-kindergarten Teachers,440.49,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Paraprofessionals/Instructional Aides,14247.90,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Missing,,Category Set A,Not reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Guidance Counselors,2176.00,Derived - Major Staffing Category,Derived
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Librarians/media specialists,522.54,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,LEA Administrators,689.09,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Library/Media Support Staff,1115.99,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,LEA Administrative Support Staff,729.43,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Kindergarten Teachers,4599.62,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Other Staff,36287.14,Derived - Major Staffing Category,Derived
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Instructional Coordinators and Supervisors to the Staff,5547.71,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Elementary Teachers,29794.73,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,School Administrative Support Staff,6931.42,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,Elementary School Counselors,619.38,Category Set A,Reported
2020-2021,18,INDIANA,IN,Indiana Department of Education,01,All Other Support Staff,36287.14,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Teachers,36048.38,Derived - Major Staffing Category,Derived
2020-2021,19,IOWA,IA,Iowa Department of Education,01,School Staff,23549.12,Derived - Major Staffing Category,Derived
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Guidance Counselors,1369.32,Derived - Major Staffing Category,Derived
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Secondary Teachers,10590.97,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,19,IOWA,IA,Iowa Department of Education,01,LEA Staff,6369.06,Derived - Major Staffing Category,Derived
2020-2021,19,IOWA,IA,Iowa Department of Education,01,School Psychologists,326.27,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,School Counselors,1369.32,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,School administrators,1778.08,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Other Staff,10173.95,Derived - Major Staffing Category,Derived
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Student Support Services Staff (w/o Psychology),4510.77,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,School Administrative Support Staff,2245.92,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Pre-kindergarten Teachers,1291.95,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Paraprofessionals/Instructional Aides,13871.84,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Librarians/media specialists,376.73,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,LEA Administrators,1919.19,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,LEA Administrative Support Staff,1872.90,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Kindergarten Teachers,2924.36,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Library/Media Support Staff,439.51,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Missing,,Category Set A,Not reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Instructional Coordinators and Supervisors to the Staff,2576.97,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Elementary Teachers,21241.10,Category Set A,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,19,IOWA,IA,Iowa Department of Education,01,No Category Codes,77509.83,Education Unit Total,Reported
2020-2021,19,IOWA,IA,Iowa Department of Education,01,All Other Support Staff,10173.95,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,No Category Codes,73451.19,Education Unit Total,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Teachers,38007.33,Derived - Major Staffing Category,Derived
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,School Staff,20205.54,Derived - Major Staffing Category,Derived
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,LEA Staff,3168.02,Derived - Major Staffing Category,Derived
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Guidance Counselors,1216.60,Derived - Major Staffing Category,Derived
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Student Support Services Staff (w/o Psychology),4503.10,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,School Psychologists,430.88,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,School Counselors,1216.60,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Secondary Teachers,17612.65,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,School administrators,2091.27,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Paraprofessionals/Instructional Aides,9809.00,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Pre-kindergarten Teachers,2114.82,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Librarians/media specialists,602.99,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrators,459.70,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Other Staff,10853.70,Derived - Major Staffing Category,Derived
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,LEA Administrative Support Staff,1472.40,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,School Administrative Support Staff,2167.50,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Kindergarten Teachers,7631.35,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Missing,,Category Set A,Not reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1235.92,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Elementary Teachers,10648.51,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Elementary School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,All Other Support Staff,10853.70,Category Set A,Reported
2020-2021,20,KANSAS,KS,Kansas State Department of Education,01,Library/Media Support Staff,600.80,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,No Category Codes,97425.66,Education Unit Total,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,School Staff,25935.00,Derived - Major Staffing Category,Derived
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Staff,5135.23,Derived - Major Staffing Category,Derived
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Ungraded Teachers,7679.75,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Teachers,42458.13,Derived - Major Staffing Category,Derived
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary Teachers,10013.86,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Secondary School Counselors,0.00,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,School Psychologists,442.00,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,School Counselors,1797.72,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,School administrators,3654.24,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Student Support Services Staff (w/o Psychology),2987.90,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Other Staff,22099.58,Derived - Major Staffing Category,Derived
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Guidance Counselors,1797.72,Derived - Major Staffing Category,Derived
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Pre-kindergarten Teachers,1116.93,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Missing,,Category Set A,Not reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Library/Media Support Staff,153.99,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Librarians/media specialists,1010.54,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrators,993.93,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Paraprofessionals/Instructional Aides,12268.52,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,LEA Administrative Support Staff,2362.25,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Kindergarten Teachers,2052.30,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Instructional Coordinators and Supervisors to the Staff,1779.05,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,School Administrative Support Staff,5417.81,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary Teachers,21595.29,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,Elementary School Counselors,0.00,Category Set A,Reported
2020-2021,21,KENTUCKY,KY,Kentucky Department of Education,01,All Other Support Staff,22099.58,Category Set A,Reported
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,School Staff,22693.97,Derived - Major Staffing Category,Derived
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,Teachers,38368.88,Derived - Major Staffing Category,Derived
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,LEA Staff,2262.06,Derived - Major Staffing Category,Derived
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,Guidance Counselors,1557.34,Derived - Major Staffing Category,Derived
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary Teachers,12353.16,Category Set A,Reported
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,Secondary School Counselors,0.00,Category Set A,Post-submission edit
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,School Psychologists,249.89,Category Set A,Reported
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,School Counselors,1557.34,Category Set A,Reported
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,School administrators,3286.94,Category Set A,Reported
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,Pre-kindergarten Teachers,1286.43,Category Set A,Reported
2020-2021,22,LOUISIANA,LA,Louisiana Department of Education,01,No Category Codes,78661.67,Education Unit Total,Reported
